participant_id,session_id,group,timepoint,practice_layer,practice_protocol_version,telemetry_enabled,telemetry_version,task_name,task_order_index,block_name,block_type,block_index,trial_index_within_block,trial_index_global,practice_or_formal,condition_label,random_seed,screen_refresh_hz,timestamp_iso,omission,aborted,pause_count_during_trial,repeated_practice_round,intended_trial_start_ms,actual_trial_start_ms,condition,target_direction,flankers_direction,array_pattern_text,correct_response_key,participant_response_key,response_correct,rt_ms,response_time_global_ms,feedback_type,practice_pass_flag,intended_onset_ms,actual_onset_global_ms,actual_offset_global_ms,stage_duration_planned_ms,stage_duration_actual_ms,actual_trial_end_ms,stage_records_json,feedback_audio_file,feedback_audio_start_global_ms,feedback_audio_expected_duration_ms,feedback_audio_stop_global_ms,prompt_level,support_type,support_trigger_reason,support_trigger_trial_index,rule_block_error_count,support_level,support_phase,support_duration_ms,post_support_success_streak,support_faded_after_trial,manual_intervention_flag,dccs_support_rule,dccs_error_type,dccs_dimension_highlight_used,dccs_demo_type,dccs_label_mode,dccs_post_support_rule_confusion,rule,cue_audio_file,cue_label,cue_audio_start_global_ms,cue_audio_expected_duration_ms,cue_audio_stop_global_ms,stimulus_color,stimulus_shape,stimulus_identity,trial_transition,previous_rule,current_rule,cue_to_first_response_ms,digit_support_target,digit_transform_demo_used,digit_keypad_demo_used,digit_hesitation_prompt_used,digit_post_support_span_success,span_length,trial_index_within_span,span_round,presented_sequence,correct_backward_sequence,participant_input_sequence,participant_input_string,input_method,first_key_latency_ms,response_complete_time_ms,accuracy,omission_input,delete_count,clear_count,click_count,inter_key_intervals_ms,adaptive_decision,digits_audio_onsets_ms,digits_audio_files,digits_audio_events_json,repeated_audio_once_in_practice,trigger_trial_index,termination_reason,terminal_span_length,set_size,trial_type,probe_index,probe_position_xy,item_positions,item_colors_memory,item_colors_test,probe_original_color,probe_test_color,response_key,response_label,layout_generation_attempts,overlap_check_passed
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,5,11,practice,congruent,1779091635,174.937,2026-05-18T16:09:04.400,0,0,0,1,105773.138,105785.63,congruent,right,right,>>>>>,j,j,1,2912.229,108800.681,correct,1.0,105873.138,105888.452,108800.681,3000,2912.229,109400.681,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 105773.138, ""actual_onset_global_ms"": 105785.63, ""actual_offset_global_ms"": 105879.086, ""actual_duration_ms"": 93.456}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 105873.138, ""actual_onset_global_ms"": 105888.452, ""actual_offset_global_ms"": 108800.681, ""actual_duration_ms"": 2912.229}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 108800.681, ""actual_onset_global_ms"": 108827.36, ""actual_offset_global_ms"": 109429.546, ""actual_duration_ms"": 602.186}]",correct.wav,108814.772,600.0,109414.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,practice_full,practice,2,6,12,practice,congruent,1779091635,174.937,2026-05-18T16:09:08.056,0,0,0,1,109429.277,109441.876,congruent,left,left,<<<<<,s,s,1,2145.924,111691.606,correct,1.0,109529.277,109545.682,111691.606,3000,2145.924,112291.606,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 109429.277, ""actual_onset_global_ms"": 109441.876, ""actual_offset_global_ms"": 109536.106, ""actual_duration_ms"": 94.23}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 109529.277, ""actual_onset_global_ms"": 109545.682, ""actual_offset_global_ms"": 111691.606, ""actual_duration_ms"": 2145.924}, {""stage_name"": ""feedback"", ""planned_duration_ms"": 600, ""intended_onset_ms"": 111691.606, ""actual_onset_global_ms"": 111707.223, ""actual_offset_global_ms"": 112301.54, ""actual_duration_ms"": 594.317}]",correct.wav,111694.675,600.0,112294.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,1,13,formal,congruent,1779091635,174.937,2026-05-18T16:09:27.959,0,0,0,1,129332.992,129347.502,congruent,left,left,<<<<<,s,j,0,2046.869,131496.121,none,,129432.992,129449.252,131496.121,3000,2046.869,131496.121,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 129332.992, ""actual_onset_global_ms"": 129347.502, ""actual_offset_global_ms"": 129440.141, ""actual_duration_ms"": 92.639}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 129432.992, ""actual_onset_global_ms"": 129449.252, ""actual_offset_global_ms"": 131496.121, ""actual_duration_ms"": 2046.869}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,2,14,formal,congruent,1779091635,174.937,2026-05-18T16:09:30.130,0,0,0,1,131503.951,131517.392,congruent,right,right,>>>>>,j,j,1,2205.352,133826.789,none,,131603.951,131621.437,133826.789,3000,2205.352,133826.789,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 131503.951, ""actual_onset_global_ms"": 131517.392, ""actual_offset_global_ms"": 131611.882, ""actual_duration_ms"": 94.49}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 131603.951, ""actual_onset_global_ms"": 131621.437, ""actual_offset_global_ms"": 133826.789, ""actual_duration_ms"": 2205.352}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,3,15,formal,incongruent,1779091635,174.937,2026-05-18T16:09:32.474,0,0,0,1,133847.976,133862.252,incongruent,right,left,<<><<,j,j,1,4580.06,138546.012,none,,133947.976,133965.952,138546.012,3000,4580.06,138546.012,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 133847.976, ""actual_onset_global_ms"": 133862.252, ""actual_offset_global_ms"": 133956.79, ""actual_duration_ms"": 94.538}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 133947.976, ""actual_onset_global_ms"": 133965.952, ""actual_offset_global_ms"": 138546.012, ""actual_duration_ms"": 4580.06}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,4,16,formal,incongruent,1779091635,174.937,2026-05-18T16:09:37.189,0,0,0,1,138561.954,138575.237,incongruent,left,right,>><>>,s,s,1,1223.277,139902.385,none,,138661.954,138679.108,139902.385,3000,1223.277,139902.385,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 138561.954, ""actual_onset_global_ms"": 138575.237, ""actual_offset_global_ms"": 138670.487, ""actual_duration_ms"": 95.25}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 138661.954, ""actual_onset_global_ms"": 138679.108, ""actual_offset_global_ms"": 139902.385, ""actual_duration_ms"": 1223.277}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,5,17,formal,congruent,1779091635,174.937,2026-05-18T16:09:38.549,0,0,0,1,139922.706,139936.034,congruent,left,left,<<<<<,s,s,1,901.696,140940.478,none,,140022.706,140038.782,140940.478,3000,901.696,140940.478,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 139922.706, ""actual_onset_global_ms"": 139936.034, ""actual_offset_global_ms"": 140029.259, ""actual_duration_ms"": 93.225}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 140022.706, ""actual_onset_global_ms"": 140038.782, ""actual_offset_global_ms"": 140940.478, ""actual_duration_ms"": 901.696}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,6,18,formal,congruent,1779091635,174.937,2026-05-18T16:09:39.580,0,0,0,1,140954.182,140968.478,congruent,right,right,>>>>>,j,j,1,639.67,141714.24,none,,141054.182,141074.57,141714.24,3000,639.67,141714.24,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 140954.182, ""actual_onset_global_ms"": 140968.478, ""actual_offset_global_ms"": 141065.344, ""actual_duration_ms"": 96.866}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 141054.182, ""actual_onset_global_ms"": 141074.57, ""actual_offset_global_ms"": 141714.24, ""actual_duration_ms"": 639.67}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,7,19,formal,congruent,1779091635,174.937,2026-05-18T16:09:40.363,0,0,0,1,141736.117,141750.947,congruent,right,right,>>>>>,j,j,1,732.309,142588.624,none,,141836.117,141856.315,142588.624,3000,732.309,142588.624,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 141736.117, ""actual_onset_global_ms"": 141750.947, ""actual_offset_global_ms"": 141847.031, ""actual_duration_ms"": 96.084}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 141836.117, ""actual_onset_global_ms"": 141856.315, ""actual_offset_global_ms"": 142588.624, ""actual_duration_ms"": 732.309}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,8,20,formal,incongruent,1779091635,174.937,2026-05-18T16:09:41.226,0,0,0,1,142599.033,142613.633,incongruent,right,left,<<><<,j,j,1,674.346,143391.283,none,,142699.033,142716.937,143391.283,3000,674.346,143391.283,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 142599.033, ""actual_onset_global_ms"": 142613.633, ""actual_offset_global_ms"": 142708.586, ""actual_duration_ms"": 94.953}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 142699.033, ""actual_onset_global_ms"": 142716.937, ""actual_offset_global_ms"": 143391.283, ""actual_duration_ms"": 674.346}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,9,21,formal,incongruent,1779091635,174.937,2026-05-18T16:09:42.033,0,0,0,1,143406.151,143419.528,incongruent,left,right,>><>>,s,s,1,614.579,144137.017,none,,143506.151,143522.438,144137.017,3000,614.579,144137.017,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 143406.151, ""actual_onset_global_ms"": 143419.528, ""actual_offset_global_ms"": 143513.25, ""actual_duration_ms"": 93.722}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 143506.151, ""actual_onset_global_ms"": 143522.438, ""actual_offset_global_ms"": 144137.017, ""actual_duration_ms"": 614.579}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26_T1_20260518_160715,Control,T1,adaptive,hci_substudy_v2,1,telemetry_v4,flanker,1,formal_block_1,formal,1,10,22,formal,incongruent,1779091635,174.937,2026-05-18T16:09:42.783,0,0,0,1,144156.317,144170.415,incongruent,right,left,<<><<,j,j,1,599.217,144873.157,none,,144256.317,144273.94,144873.157,3000,599.217,144873.157,"[{""stage_name"": ""fixation"", ""planned_duration_ms"": 100, ""intended_onset_ms"": 144156.317, ""actual_onset_global_ms"": 144170.415, ""actual_offset_global_ms"": 144264.802, ""actual_duration_ms"": 94.387}, {""stage_name"": ""stimulus"", ""planned_duration_ms"": 3000, ""intended_onset_ms"": 144256.317, ""actual_onset_global_ms"": 144273.94, ""actual_offset_global_ms"": 144873.157, ""actual_duration_ms"": 599.217}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
